food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_IN_0011,Pizza Cheese Burst (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.4,30.8,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0012,Pizza Cheese Burst (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.4,29.2,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0013,Pizza Cheese Lovers,Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,22.5,16.8,28.2,High,0.72,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_plain.
WEST_IN_0014,Pizza Cheese Lovers (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.9,31.7,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0015,Pizza Cheese Lovers (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.9,29.9,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0016,Pizza Chicken,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0017,Pizza Chicken (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0018,Pizza Chicken (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0019,Pizza Chicken Sausage,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0020,Pizza Chicken Sausage (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0021,Pizza Chicken Sausage (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0022,Pizza Chicken Supreme,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0023,Pizza Chicken Supreme (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0024,Pizza Chicken Supreme (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0025,Pizza Chicken Tikka,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0026,Pizza Chicken Tikka (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0027,Pizza Chicken Tikka (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0028,Pizza Corn & Cheese,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0029,Pizza Corn & Cheese (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0030,Pizza Corn & Cheese (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0031,Pizza Double Cheese,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.0,11.2,18.8,Medium,0.72,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_cheese_burst.
WEST_IN_0032,Pizza Double Cheese (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.4,30.8,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0033,Pizza Double Cheese (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.4,29.2,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0034,Pizza Farmhouse,Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.7,14.7,24.7,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0035,Pizza Farmhouse (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.9,31.7,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0036,Pizza Farmhouse (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.9,29.9,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0037,Pizza Four Cheese,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.0,11.2,18.8,Medium,0.72,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_cheese_burst.
WEST_IN_0038,Pizza Four Cheese (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.4,30.8,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0039,Pizza Four Cheese (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.4,29.2,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0040,Pizza Jalapeno,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0041,Pizza Jalapeno (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0042,Pizza Jalapeno (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0043,Pizza Keema,Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,16.2,12.1,20.3,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0044,Pizza Keema (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.8,31.8,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0045,Pizza Keema (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.8,30.0,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0046,Pizza Margherita,Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,22.5,16.8,28.2,High,0.72,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_plain.
WEST_IN_0047,Pizza Margherita (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.9,31.7,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0048,Pizza Margherita (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.9,29.9,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0049,Pizza Meat Lovers,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0050,Pizza Meat Lovers (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0051,Pizza Meat Lovers (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0052,Pizza Mexican Veg,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0053,Pizza Mexican Veg (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0054,Pizza Mexican Veg (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0055,Pizza Mushroom,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0056,Pizza Mushroom & Olive,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0057,Pizza Mushroom & Olive (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0058,Pizza Mushroom & Olive (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0059,Pizza Mushroom (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0060,Pizza Mushroom (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0061,Pizza Olive,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0062,Pizza Olive (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0063,Pizza Olive (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0064,Pizza Paneer Makhani,Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.8,18.6,31.0,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0065,Pizza Paneer Makhani (pan pizza),Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.8,18.6,31.0,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
