food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
INDWEBX_00011,Thandai,Thandai,Beverages,portion,100,100,100,0.9,28.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #861",1.12,1.12,1.12,Low,0.5,4.0,Class=beverage. Proxy-mapped to validated source 'Yoghurt Summer Fruit Raspberry' (food_id=T1_0861); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00012,Butter toast,Butter toast,Breads & flatbreads,portion,100,100,100,0.9,44.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1785",36.67,36.67,36.67,High,0.5,83.33,Class=bread. Proxy-mapped to validated source 'Chapati Wheat Flour Thin with Green Gram' (food_id=T1_1785); score=0.00; tier=prototype. Converted from source serving_size_g=30g.
INDWEBX_00013,Cheese toast,Cheese toast,Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.36,11.36,11.36,Medium,0.44,16.0,Class=bread. Proxy-mapped to validated source 'Sub and Wich Cheese' (food_id=WEST_IN_0277); score=0.20; tier=low. Converted from source serving_size_g=200g.
INDWEBX_00014,Egg toast,Egg toast,Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.73,13.73,13.73,Medium,0.45,19.33,Class=protein. Proxy-mapped to validated source 'Grilled and Wich Egg' (food_id=WEST_IN_0141); score=0.28; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00015,Garlic toast,Garlic toast,Breads & flatbreads,portion,100,100,100,0.9,70.0,Henry et al. GI tables (non-Indian cohort),46.67,46.67,46.67,High,0.48,66.67,Class=bread. Proxy-mapped to validated source 'Kurakkan Flour Roti' (food_id=NONIND_0584); score=0.00; tier=prototype. Converted from source serving_size_g=30g.
INDWEBX_00016,Grilled sandwich (chicken),Grilled sandwich (chicken),Breads & flatbreads,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.34,13.34,13.34,Medium,0.52,19.33,Class=protein. Proxy-mapped to validated source 'Grilled and Wich Chicken' (food_id=WEST_IN_0137); score=0.63; tier=medium. Converted from source serving_size_g=150g.
INDWEBX_00017,Grilled sandwich (paneer),Grilled sandwich (paneer),Breads & flatbreads,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,13.34,13.34,13.34,Medium,0.45,19.33,Class=bread. Proxy-mapped to validated source 'Grilled and Wich Tuna' (food_id=WEST_IN_0147); score=0.32; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00018,Grilled sandwich (veg),Grilled sandwich (veg),Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.62,15.62,15.62,Medium,0.45,22.0,Class=bread. Proxy-mapped to validated source 'Grilled and Wich Cucumber' (food_id=WEST_IN_0140); score=0.32; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00019,Masala toast,Masala toast,Breads & flatbreads,portion,100,100,100,0.9,44.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1785",36.67,36.67,36.67,High,0.5,83.33,Class=bread. Proxy-mapped to validated source 'Chapati Wheat Flour Thin with Green Gram' (food_id=T1_1785); score=0.00; tier=prototype. Converted from source serving_size_g=30g.
INDWEBX_00020,Toast (brown bread),Toast (brown bread),Breads & flatbreads,portion,100,100,100,0.9,47.0,Henry et al. GI tables (non-Indian cohort),4.73,4.73,4.73,Low,0.5,10.06,Class=bread. Proxy-mapped to validated source 'Bread Fruit Boiled' (food_id=NONIND_0566); score=0.28; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00021,Toast (white bread),Toast (white bread),Breads & flatbreads,portion,100,100,100,0.9,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,29.29,29.29,29.29,High,0.44,41.25,Class=bread. Proxy-mapped to validated source 'Garlic Bread' (food_id=WEST_IN_0133); score=0.33; tier=low. Converted from source serving_size_g=80g.
INDWEBX_00022,Veg toast sandwich,Veg toast sandwich,Breads & flatbreads,portion,100,100,100,0.9,72.0,Henry et al. GI tables (non-Indian cohort),22.66,22.66,22.66,High,0.48,31.47,Class=bread. Proxy-mapped to validated source 'Jam and Peanutbuttertoast' (food_id=NONIND_0523); score=0.14; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00023,Dahi poha,Dahi poha,Mixed meals,portion,100,100,100,0.9,69.1,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 122; n=10 Healthy; ref food/time: Glucose/2h participants; portion 147 g provides 50 g available carbs (table page 21).",15.66,15.66,15.66,Medium,0.5,22.67,Class=south. Proxy-mapped to validated source 'Sewaiupma' (food_id=IND_HENRY2021_628); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00024,Oats upma,Oats upma,Mixed meals,portion,100,100,100,0.9,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",4.93,4.93,4.93,Low,0.5,13.33,Class=south. Proxy-mapped to validated source 'Millet Baseddosa' (food_id=IND_HENRY2021_719); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00025,Poha (batata),Poha (batata),Mixed meals,portion,100,100,100,0.9,69.1,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 122; n=10 Healthy; ref food/time: Glucose/2h participants; portion 147 g provides 50 g available carbs (table page 21).",15.66,15.66,15.66,Medium,0.5,22.67,Class=south. Proxy-mapped to validated source 'Sewaiupma' (food_id=IND_HENRY2021_628); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00026,Poha (indori),Poha (indori),Mixed meals,portion,100,100,100,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=south. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00027,Poha (jalebi combBor)eakfast,Poha (jalebi combBor)eakfast,Mixed meals,portion,100,100,100,0.9,56.0,Henry et al. GI tables (non-Indian cohort),43.75,43.75,43.75,High,0.48,78.12,Class=sweet. Proxy-mapped to validated source 'Moon Cake' (food_id=NONIND_0530); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00028,Poha (kanda),Poha (kanda),Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.5,17.78,Class=south. Proxy-mapped to validated source 'Upma' (food_id=IND_HENRY2021_709); score=0.00; tier=prototype. Converted from source serving_size_g=180g.
INDWEBX_00029,Poha upma,Poha upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Class=south. Proxy-mapped to validated source 'Upma' (food_id=IND_HENRY2021_709); score=0.58; tier=medium. Converted from source serving_size_g=180g.
INDWEBX_00030,Rava upma,Rava upma,Mixed meals,portion,100,100,100,0.9,56.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 252 g provides 50 g available carbs (table page 22).",6.16,6.16,6.16,Low,0.5,11.0,Class=south. Proxy-mapped to validated source 'Jowar Fine Semolina Upma' (food_id=IND_HENRY2021_653); score=0.28; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00031,Vegetable upma,Vegetable upma,Mixed meals,portion,100,100,100,0.9,62.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 142 g provides 50 g available carbs (table page 24).",12.2,12.2,12.2,Medium,0.5,19.56,Class=south. Proxy-mapped to validated source 'Semolina Upma' (food_id=IND_HENRY2021_697); score=0.41; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00032,Vermicelli upma,Vermicelli upma,Mixed meals,portion,100,100,100,0.9,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",11.64,11.64,11.64,Medium,0.63,17.78,Class=south. Proxy-mapped to validated source 'Upma' (food_id=IND_HENRY2021_709); score=0.58; tier=medium. Converted from source serving_size_g=180g.
INDWEBX_00033,Chicken 65,Chicken 65,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,9.97,9.97,9.97,Low,0.44,14.44,Class=protein. Proxy-mapped to validated source 'Burger Chicken' (food_id=WEST_IN_0108); score=0.41; tier=low. Converted from source serving_size_g=180g.
INDWEBX_00034,Chicken chettinad,Chicken chettinad,Mixed meals,portion,100,100,100,0.9,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.35,11.35,11.35,Medium,0.43,16.67,Class=protein. Proxy-mapped to validated source 'Quesadilla Chicken' (food_id=WEST_IN_0190); score=0.41; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00035,Chicken do pyaza,Chicken do pyaza,Mixed meals,portion,100,100,100,0.9,40.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.2,3.2,3.2,Low,0.47,8.0,Class=protein. Proxy-mapped to validated source 'Lasagna Chicken' (food_id=WEST_IN_0205); score=0.33; tier=low. Converted from source serving_size_g=250g.
INDWEBX_00036,Chicken roast,Chicken roast,Mixed meals,portion,100,100,100,0.9,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.35,11.35,11.35,Medium,0.43,16.67,Class=protein. Proxy-mapped to validated source 'Quesadilla Chicken' (food_id=WEST_IN_0190); score=0.41; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00037,Chicken saag,Chicken saag,Mixed meals,portion,100,100,100,0.9,40.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.2,3.2,3.2,Low,0.47,8.0,Class=protein. Proxy-mapped to validated source 'Lasagna Chicken' (food_id=WEST_IN_0205); score=0.41; tier=low. Converted from source serving_size_g=250g.
INDWEBX_00038,Chicken stew,Chicken stew,Mixed meals,portion,100,100,100,0.9,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.35,11.35,11.35,Medium,0.43,16.67,Class=protein. Proxy-mapped to validated source 'Quesadilla Chicken' (food_id=WEST_IN_0190); score=0.41; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00039,Tandoori chicken,Tandoori chicken,Mixed meals,portion,100,100,100,0.9,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.43,15.33,Class=protein. Proxy-mapped to validated source 'Pizza Chicken' (food_id=WEST_IN_0016); score=0.41; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00040,Badam milk,Badam milk,Mixed meals,portion,100,100,100,0.9,73.0,Henry et al. GI tables (non-Indian cohort),13.9,13.9,13.9,Medium,0.5,19.04,Class=other. Proxy-mapped to validated source 'Garden Milk Bar Bun' (food_id=NONIND_0544); score=0.20; tier=low. Converted from source serving_size_g=250g.
INDWEBX_00041,Bajra khichda,Bajra khichda,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00042,Chana jor garam,Chana jor garam,Mixed meals,portion,100,100,100,0.9,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00043,Chicken frankie,Chicken frankie,Mixed meals,portion,100,100,100,0.9,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,6.9,6.9,6.9,Low,0.45,10.0,Class=protein. Proxy-mapped to validated source 'Chicken Nuggets' (food_id=WEST_IN_0224); score=0.41; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00044,Churma,Churma,Mixed meals,portion,100,100,100,0.9,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00045,Cream biscuit,Cream biscuit,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00046,Dahi kebab,Dahi kebab,Mixed meals,portion,100,100,100,0.9,73.4,Henry et al. GI tables (non-Indian cohort),9.79,9.79,9.79,Low,0.48,13.33,Class=protein. Proxy-mapped to validated source 'Fried Egg and Wich' (food_id=NONIND_0756); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00047,Dahi khaman,Dahi khaman,Mixed meals,portion,100,100,100,0.9,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00048,Dal baati,Dal baati,Mixed meals,portion,100,100,100,0.9,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00049,Dal chawal,Dal chawal,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00050,Digestive biscuit,Digestive biscuit,Mixed meals,portion,100,100,100,0.9,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00051,Galouti kebab,Galouti kebab,Mixed meals,portion,100,100,100,0.9,46.0,Henry et al. GI tables (non-Indian cohort),11.04,11.04,11.04,Medium,0.48,24.0,Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00052,Hara bhara kebab,Hara bhara kebab,Mixed meals,portion,100,100,100,0.9,46.0,Henry et al. GI tables (non-Indian cohort),11.04,11.04,11.04,Medium,0.48,24.0,Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00053,Kadhi chawal,Kadhi chawal,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00054,Kesari (sheera),Kesari (sheera),Mixed meals,portion,100,100,100,0.9,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00055,Khichu,Khichu,Mixed meals,portion,100,100,100,0.9,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00056,Kulcha chole,Kulcha chole,Mixed meals,portion,100,100,100,0.9,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1780",41.74,41.74,41.74,High,0.5,86.97,Class=bread. Proxy-mapped to validated source 'Chapati Barley' (food_id=T1_1780); score=0.00; tier=prototype. Converted from source serving_size_g=30g.
INDWEBX_00057,Marie biscuit,Marie biscuit,Mixed meals,portion,100,100,100,0.9,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00058,Masala oats,Masala oats,Mixed meals,portion,100,100,100,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.
INDWEBX_00059,Parle-G,Parle-G,Mixed meals,portion,100,100,100,0.9,43.0,Henry et al. GI tables (non-Indian cohort),9.49,9.49,9.49,Low,0.5,22.07,Class=other. Proxy-mapped to validated source 'Indian Basmati Rice with G' (food_id=NONIND_0670); score=0.17; tier=low. Converted from source serving_size_g=150g.
INDWEBX_00060,Parotta,Parotta,Mixed meals,portion,100,100,100,0.9,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00061,Patra (alu vadi),Patra (alu vadi),Mixed meals,portion,100,100,100,0.9,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00062,Pazham pori,Pazham pori,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00063,Rose milk,Rose milk,Mixed meals,portion,100,100,100,0.9,31.0,Henry et al. GI tables (non-Indian cohort),4.96,4.96,4.96,Low,0.5,16.0,Class=other. Proxy-mapped to validated source 'Coconut Milk Porridge' (food_id=NONIND_0628); score=0.25; tier=low. Converted from source serving_size_g=250g.
INDWEBX_00064,Shami kebab,Shami kebab,Mixed meals,portion,100,100,100,0.9,79.0,Henry et al. GI tables (non-Indian cohort),20.43,20.43,20.43,High,0.48,25.87,Class=protein. Proxy-mapped to validated source 'Fish Snacks with Chilli Sauce' (food_id=NONIND_0115); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00065,Sheekh kebab,Sheekh kebab,Mixed meals,portion,100,100,100,0.9,73.4,Henry et al. GI tables (non-Indian cohort),9.79,9.79,9.79,Low,0.48,13.33,Class=protein. Proxy-mapped to validated source 'Fried Egg and Wich' (food_id=NONIND_0756); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00066,Suji rava kesari,Suji rava kesari,Mixed meals,portion,100,100,100,0.9,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.
INDWEBX_00067,Thukpa,Thukpa,Mixed meals,portion,100,100,100,0.9,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
INDWEBX_00068,Yippee noodles,Yippee noodles,Mixed meals,portion,100,100,100,0.9,61.0,Henry et al. GI tables (non-Indian cohort),17.64,17.64,17.64,Medium,0.5,28.92,Class=other. Proxy-mapped to validated source 'Sautaobejing Noodles' (food_id=NONIND_0540); score=0.41; tier=low. Converted from source serving_size_g=250g.
INDWEBX_00069,Chana dal (tadka),Chana dal (tadka),Pulses & legumes,portion,100,100,100,0.9,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.
