food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T3_0011,Baingan bharta,Mixed meals,20,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.2,0.9,1.5,Low,0.75,100,6.0,Roasted eggplant; low carbs.
T3_0012,Bhindi masala,Mixed meals,25,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.75,1.31,2.19,Low,0.75,100,7.0,Okra; low carbs.
T3_0013,Mixed veg curry,Mixed meals,35,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.5,2.45,4.55,Low,0.72,100,10.0,Mixed vegetables; carbs vary.
T3_0014,Matar paneer,Mixed meals,45,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.4,3.78,7.02,Low,0.72,100,12.0,Peas add carbs.
T3_0015,Chana dal fry,Mixed meals,38,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.32,3.72,6.92,Low,0.74,100,14.0,Cooked dal + tadka.
T3_0016,Moong dal tadka,Mixed meals,35,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.9,3.43,6.37,Low,0.74,100,14.0,Cooked dal + tadka.
T3_0017,Toor dal tadka,Mixed meals,40,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.6,3.92,7.28,Low,0.74,100,14.0,Cooked dal + tadka.
T3_0018,Sambar (with vegetables),Mixed meals,38,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.04,2.13,3.95,Low,0.72,100,8.0,Lentil + veg; low carbs per 100g.
T3_0019,Rasam (with rice not included),Mixed meals,30,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.2,0.84,1.56,Low,0.72,100,4.0,Soup-like; very low carbs.
T3_0020,Chicken curry (home-style),Mixed meals,0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.0,0.0,0.0,Low,0.75,100,2.0,Very low carbs; GI negligible.
T3_0021,Fish curry (home-style),Mixed meals,0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.0,0.0,0.0,Low,0.75,100,2.0,Very low carbs; GI negligible.
T3_0022,Egg curry,Mixed meals,0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.0,0.0,0.0,Low,0.74,100,3.0,Low carbs; GI negligible.
T3_0023,Chicken biryani (home-style),Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.95,9.72,20.18,Medium,0.68,100,23.0,Rice-dominant; recipe-based.
T3_0024,Veg biryani (home-style),Mixed meals,63,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.12,9.83,20.41,Medium,0.68,100,24.0,Rice-dominant; recipe-based.
T3_0025,Pulao (veg),Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.0,9.75,20.25,Medium,0.68,100,25.0,Rice-dominant; recipe-based.
T3_0026,Jeera aloo,Mixed meals,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.0,7.8,16.2,Medium,0.68,100,15.0,Potato-based; recipe-based.
T3_0027,Aloo paratha (with curd),Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.6,10.14,21.06,Medium,0.66,100,24.0,Stuffed bread; curd may lower response.
T3_0028,Gobi paratha,Mixed meals,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.64,8.87,18.41,Medium,0.66,100,22.0,Stuffed bread; recipe-based.
T3_0029,Paneer paratha,Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.0,7.8,16.2,Medium,0.66,100,20.0,Protein lowers carb density.
T3_0030,Chole bhature (combined),Mixed meals,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,21.0,13.65,28.35,High,0.65,100,28.0,Fried bread + chole; recipe-based.
T3_0031,Pav bhaji,Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.0,8.45,17.55,Medium,0.66,100,20.0,Potato base + bread served separately; normalized.
T3_0032,Vada pav,Mixed meals,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,21.0,13.65,28.35,High,0.66,100,28.0,Bread + potato vada; normalized.
T3_0033,Dabeli,Mixed meals,72,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,20.16,13.1,27.22,High,0.66,100,28.0,Bread + potato mix; normalized.
T3_0034,Kadhi rice (combined),Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.6,7.54,15.66,Medium,0.66,100,20.0,Rice + kadhi; weighted method.
T3_0035,Rajma chawal (combined),Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.76,8.29,17.23,Medium,0.66,100,22.0,Rice + rajma; weighted method.
T3_0036,Chole chawal (combined),Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.2,8.58,17.82,Medium,0.66,100,22.0,Rice + chole; weighted method.
T3_0037,Dal rice (combined),Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.76,8.29,17.23,Medium,0.66,100,22.0,Rice + dal; weighted method.
T3_0038,Roti + dal (combined),Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.2,8.58,17.82,Medium,0.66,100,24.0,Roti dominant; weighted method.
T3_0039,Roti + sabzi (avg),Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.1,7.87,16.34,Medium,0.65,100,22.0,Typical roti + veg sabzi; recipe-based.
T3_0040,Daliya khichdi,Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.93,12.87,Low,0.7,100,18.0,Broken wheat + dal; recipe-based.
T3_0041,Vegetable khichdi (moong),Mixed meals,50,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.0,5.6,10.4,Low,0.7,100,16.0,Rice+dal+veg; recipe-based.
T3_0042,Masoor khichdi,Mixed meals,52,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.36,6.55,12.17,Low,0.7,100,18.0,Rice+masoor; recipe-based.
T3_0043,Moong khichdi,Mixed meals,50,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.0,6.3,11.7,Low,0.7,100,18.0,Rice+moong; recipe-based.
T3_0044,Vegetable pulao + raita (combined),Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.76,8.29,17.23,Medium,0.66,100,22.0,Raita lowers overall GI slightly.
T3_0045,Idli sambar (combined),Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.6,6.24,12.96,Low,0.68,100,16.0,Idli + sambar; weighted estimate.
T3_0046,Dosa sambar (combined),Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.7,7.6,15.79,Medium,0.68,100,18.0,Dosa + sambar; weighted estimate.
T3_0047,Masala dosa (combined),Mixed meals,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.5,8.78,18.23,Medium,0.66,100,18.0,Dosa + potato; recipe-based.
T3_0048,Uttapam (onion),Mixed meals,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.0,9.1,18.9,Medium,0.68,100,20.0,Thick batter; recipe-based.
T3_0049,Pongal (ven pongal),Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,10.8,7.56,14.04,Medium,0.7,100,18.0,Rice+moong; recipe-based.
T3_0050,Pongal (sweet),Sweets & desserts,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.0,11.05,22.95,Medium,0.65,100,20.0,Sweetened; recipe-based.
T3_0051,Upma (rava),Mixed meals,66,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.84,11.09,20.59,Medium,0.7,100,24.0,Semolina; recipe-based.
T3_0052,Upma (vegetable),Mixed meals,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.64,9.55,17.73,Medium,0.7,100,22.0,Vegetables reduce carb density.
T3_0053,Poha (kanda poha),Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.65,8.86,16.45,Medium,0.7,100,23.0,Flattened rice; recipe-based.
T3_0054,Lemon rice,Mixed meals,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.64,8.87,18.41,Medium,0.68,100,22.0,Seasoned rice; recipe-based.
T3_0055,Curd rice,Mixed meals,46,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.2,6.44,11.96,Low,0.7,100,20.0,Dairy lowers GI; recipe-based.
T3_0056,Tamarind rice,Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.3,9.29,19.31,Medium,0.68,100,22.0,Seasoned rice; recipe-based.
T3_0057,Neer dosa + chutney,Mixed meals,68,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.6,8.84,18.36,Medium,0.66,100,20.0,Thin dosa; recipe-based.
T3_0058,Appam + veg stew,Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.7,7.6,15.79,Medium,0.66,100,18.0,Appam + coconut stew; recipe-based.
T3_0059,Puttu + kadala curry,Mixed meals,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.64,8.87,18.41,Medium,0.66,100,22.0,Puttu + chickpea curry; recipe-based.
T3_0060,Idiyappam + veg stew,Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.3,9.29,19.31,Medium,0.66,100,22.0,Rice noodles + stew; recipe-based.
T3_0061,Bisi bele bath,Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,10.8,7.02,14.58,Medium,0.66,100,18.0,Rice+dal+veg; recipe-based.
T3_0062,Sambar rice,Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.44,13.37,Low,0.66,100,18.0,Rice+sambar; recipe-based.
T3_0063,Rasam rice,Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.6,7.54,15.66,Medium,0.66,100,20.0,Rice+rasam; recipe-based.
T3_0064,Tomato rice,Mixed meals,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.64,8.87,18.41,Medium,0.66,100,22.0,Seasoned rice; recipe-based.
T3_0065,Coconut rice,Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.2,8.58,17.82,Medium,0.66,100,22.0,Seasoned rice; recipe-based.
T3_0066,"Khichdi (South, pongal-like)",Mixed meals,58,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,10.44,6.79,14.09,Medium,0.68,100,18.0,Rice+dal; recipe-based.
T3_0067,Vegetable upma (millet),Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.0,7.15,14.85,Medium,0.66,100,20.0,Millet-based upma; recipe-based.
T3_0068,Ragi mudde + sambar,Mixed meals,50,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,7.0,4.55,9.45,Low,0.66,100,14.0,Mudde + sambar; weighted.
T3_0069,Ragi dosa + chutney,Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.7,7.6,15.79,Medium,0.66,100,18.0,Recipe-based.
T3_0070,Ragi idli + sambar,Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.6,6.24,12.96,Low,0.66,100,16.0,Recipe-based.
T3_0071,Vermicelli upma (semiya),Mixed meals,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,15.6,10.14,21.06,Medium,0.66,100,24.0,Refined vermicelli; recipe-based.
T3_0072,Semiya kheer,Sweets & desserts,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.0,11.05,22.95,Medium,0.64,100,20.0,Sweetened dessert; recipe-based.
T3_0073,Payasam (traditional),Sweets & desserts,88,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,19.36,12.58,26.14,High,0.64,100,22.0,Sweetened dessert; recipe-based.
T3_0074,Pesarattu + chutney,Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.8,5.72,11.88,Low,0.68,100,16.0,Moong-based; recipe-based.
T3_0075,Akki roti (rice roti),Breads & flatbreads,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,19.6,12.74,26.46,High,0.66,100,28.0,Rice flour roti; recipe-based.
T3_0076,Ragi roti + curry,Mixed meals,50,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.0,5.2,10.8,Low,0.66,100,16.0,Roti + curry; weighted.
T3_0077,Jowar roti + curry,Mixed meals,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.44,13.37,Low,0.66,100,18.0,Roti + curry; weighted.
T3_0078,Bajra roti + curry,Mixed meals,56,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,10.08,6.55,13.61,Medium,0.66,100,18.0,Roti + curry; weighted.
T3_0079,Khaman,Snacks,40,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,7.2,5.04,9.36,Low,0.7,100,18.0,Fermented gram snack; recipe-based.
T3_0080,Dhokla,Snacks,35,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.3,4.41,8.19,Low,0.7,100,18.0,Fermented gram snack; recipe-based.
T3_0081,Handvo,Snacks,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.75,8.94,18.56,Medium,0.66,100,25.0,Mixed lentil cake; recipe-based.
T3_0082,Khandvi,Snacks,30,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.6,2.52,4.68,Low,0.7,100,12.0,Besan rolls; lower carbs.
T3_0083,Fafda,Snacks,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,42.0,27.3,56.7,High,0.62,100,60.0,Dry fried besan; carb-dense per 100g.
T3_0084,Thepla,Breads & flatbreads,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,22.75,14.79,30.71,High,0.66,100,35.0,Whole wheat + methi; recipe-based.
T3_0085,Khakhra,Snacks,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,45.5,29.57,61.43,High,0.62,100,65.0,Dry roasted bread; carb-dense.
T3_0086,Misal pav (combined),Mixed meals,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.8,10.92,22.68,Medium,0.64,100,24.0,Usal + pav; recipe-based.
T3_0087,Usal (matki),Mixed meals,45,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.3,4.09,8.51,Low,0.68,100,14.0,Sprouts curry; recipe-based.
T3_0088,Pav (plain),Breads & flatbreads,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,24.38,50.62,High,0.65,100,50.0,Refined bread; estimate.
T3_0089,Bhel puri,Snacks,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,24.38,50.62,High,0.62,100,50.0,Puffed rice + sev; recipe-based.
T3_0090,Sev puri,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,44.0,28.6,59.4,High,0.6,100,55.0,Fried puri + sev; recipe-based.
T3_0091,Pani puri,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,28.0,18.2,37.8,High,0.62,100,35.0,Fried shells; recipe-based.
T3_0092,Ragda pattice,Snacks,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,21.0,13.65,28.35,High,0.62,100,28.0,Potato + peas; recipe-based.
T3_0093,Aloo tikki,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.0,10.4,21.6,Medium,0.64,100,20.0,Potato patty; recipe-based.
T3_0094,Chaat (mixed),Snacks,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.75,12.19,25.31,Medium,0.6,100,25.0,Highly variable; recipe-based.
T3_0095,Poha chivda,Snacks,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,35.75,23.24,48.26,High,0.62,100,55.0,Dry snack; recipe-based.
T3_0096,Murmura chivda,Snacks,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,52.5,34.12,70.88,High,0.6,100,70.0,Dry snack; carb-dense.
T3_0097,"Makhana (roasted, masala)",Snacks,35,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,19.25,12.51,25.99,High,0.66,100,55.0,Carb-dense per 100g; recipe-based.
T3_0098,Samosa,Snacks,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,21.0,13.65,28.35,High,0.62,100,28.0,Fried snack; recipe-based.
T3_0099,Kachori,Snacks,78,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,23.4,15.21,31.59,High,0.62,100,30.0,Fried snack; recipe-based.
T3_0100,Pyaaz kachori,Snacks,78,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,23.4,15.21,31.59,High,0.6,100,30.0,Fried snack; recipe-based.
T3_0101,Bread pakora,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.0,15.6,32.4,High,0.6,100,30.0,Fried bread; recipe-based.
T3_0102,Pakora (mixed veg),Snacks,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.0,9.1,18.9,Medium,0.6,100,20.0,Fried; variable.
T3_0103,Poha jalebi (combined),Mixed meals,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,29.75,19.34,40.16,High,0.58,100,35.0,Festival combo; highly variable.
T3_0104,Litti chokha,Mixed meals,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.2,8.58,17.82,Medium,0.64,100,22.0,Roasted dough balls; recipe-based.
T3_0105,Sattu drink (unsweetened),Beverages,35,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.8,1.96,3.64,Low,0.7,100,8.0,Roasted gram flour drink; diluted.
T3_0106,Sattu drink (sweetened),Beverages,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.6,4.29,8.91,Low,0.64,100,12.0,Sweetened; recipe-based.
T3_0107,Pitha (rice flour sweet),Sweets & desserts,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,25.5,16.57,34.43,High,0.58,100,30.0,Sweet; recipe-based.
T3_0108,Chole kulche (combined),Mixed meals,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.2,11.83,24.57,Medium,0.62,100,26.0,Refined bread + chole; recipe-based.
T3_0109,Aloo chaat,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.4,9.36,19.44,Medium,0.62,100,18.0,Potato; recipe-based.
T3_0110,Dahi vada,Snacks,55,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.44,13.37,Low,0.62,100,18.0,Curd + fried vada; recipe-based.
T3_0111,Papdi chaat,Snacks,80,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.0,15.6,32.4,High,0.6,100,30.0,Fried papdi; recipe-based.
T3_0112,Sandwich (veg),Snacks,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.2,11.83,24.57,Medium,0.64,100,28.0,Bread-based; recipe-based.
