food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_FINAL_0018,Pizza (chicken),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.3,7.9,20.7,Medium,0.55,100,24.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0019,Pizza (chicken) (with vegetables),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.1,7.2,19.0,Medium,0.55,100,22.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0020,Pizza (chicken) (extra cheese),"Western foods (India, common consumption)",55.3,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),9.5,5.2,13.8,Low,0.55,100,17.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0021,Pizza (paneer) (with vegetables),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.4,7.4,19.4,Medium,0.55,100,23.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0022,Pizza (paneer) (pan style),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.4,9.0,23.8,Medium,0.55,100,28.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0023,Pizza (paneer) (thin crust),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.5,6.9,18.1,Medium,0.55,100,21.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0024,Pizza (paneer),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.7,8.1,21.3,Medium,0.55,100,25.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0025,Pizza (paneer) (extra cheese),"Western foods (India, common consumption)",55.3,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),9.8,5.4,14.2,Low,0.55,100,17.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0026,Pizza (paneer) (with chicken),"Western foods (India, common consumption)",56.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.5,6.9,18.1,Medium,0.55,100,22.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0027,Pizza (paneer) (baked),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.7,8.1,21.3,Medium,0.55,100,25.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0028,Pasta (white sauce) (with chicken),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.3,7.3,19.3,Medium,0.55,100,22.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0029,Pasta (white sauce) (with vegetables),"Western foods (India, common consumption)",58.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.2,7.8,20.6,Medium,0.55,100,24.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0030,Pasta (white sauce) (extra cheese),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.4,5.7,15.1,Medium,0.55,100,18.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0032,Pasta (red sauce) (extra cheese),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.4,5.7,15.1,Medium,0.55,100,18.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0034,Pasta (red sauce) (with vegetables),"Western foods (India, common consumption)",58.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.2,7.8,20.6,Medium,0.55,100,24.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0035,Pasta (red sauce) (with chicken),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.3,7.3,19.3,Medium,0.55,100,22.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0036,Pasta (cheese) (with chicken),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.0,6.6,17.4,Medium,0.55,100,21.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0037,Pasta (cheese),"Western foods (India, common consumption)",58.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.1,7.8,20.4,Medium,0.55,100,23.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0038,Pasta (cheese) (extra cheese),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.4,5.7,15.1,Medium,0.55,100,18.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0039,Pasta (cheese) (with vegetables),"Western foods (India, common consumption)",57.6,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.8,7.0,18.6,Medium,0.55,100,22.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0040,Spaghetti (tomato sauce) (with vegetables),"Western foods (India, common consumption)",58.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.2,7.8,20.6,Medium,0.55,100,24.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0041,Spaghetti (tomato sauce),"Western foods (India, common consumption)",60.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.6,8.6,22.6,Medium,0.55,100,26.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0042,Spaghetti (tomato sauce) (extra cheese),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.4,5.7,15.1,Medium,0.55,100,18.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0043,Spaghetti (tomato sauce) (with chicken),"Western foods (India, common consumption)",58.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.3,7.3,19.3,Medium,0.55,100,22.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0045,Mac and cheese (with vegetables),"Western foods (India, common consumption)",57.6,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.8,7.0,18.6,Medium,0.55,100,22.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0046,Mac and cheese (extra cheese),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.4,5.7,15.1,Medium,0.55,100,18.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0047,Mac and cheese (with chicken),"Western foods (India, common consumption)",57.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.0,6.6,17.4,Medium,0.55,100,21.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0048,Lasagne (vegetable),"Western foods (India, common consumption)",53.9,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.0,5.5,14.5,Low,0.55,100,18.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0049,Lasagne (vegetable) (with vegetables),"Western foods (India, common consumption)",53.9,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),10.0,5.5,14.5,Low,0.55,100,18.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0050,Lasagne (vegetable) (with chicken),"Western foods (India, common consumption)",52.3,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),8.6,4.7,12.5,Low,0.55,100,16.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0051,Lasagne (vegetable) (extra cheese),"Western foods (India, common consumption)",51.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),6.7,3.7,9.7,Low,0.55,100,13.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0052,Lasagne (chicken) (with vegetables),"Western foods (India, common consumption)",52.3,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),8.6,4.7,12.5,Low,0.55,100,16.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0053,Lasagne (chicken) (extra cheese),"Western foods (India, common consumption)",50.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),6.2,3.4,9.0,Low,0.55,100,12.3,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0054,Lasagne (chicken),"Western foods (India, common consumption)",53.4,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),9.4,5.2,13.6,Low,0.55,100,17.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0055,Veg burger (with chicken),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.2,8.4,22.0,Medium,0.55,100,24.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0056,Veg burger,"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0057,Veg burger (extra cheese),"Western foods (India, common consumption)",60.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),11.8,6.5,17.1,Medium,0.55,100,19.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0058,Veg burger (cheese),"Western foods (India, common consumption)",62.4,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.0,8.8,23.2,Medium,0.55,100,25.7,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0059,Veg burger (grilled),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0060,Chicken burger (extra cheese),"Western foods (India, common consumption)",59.9,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),11.1,6.1,16.1,Medium,0.55,100,18.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0061,Chicken burger (grilled),"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.8,8.7,22.9,Medium,0.55,100,25.1,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0062,Chicken burger,"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.6,9.1,24.1,Medium,0.55,100,26.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0063,Chicken burger (cheese),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.0,8.2,21.8,Medium,0.55,100,24.3,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0064,Cheese burger,"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.6,9.7,25.5,Medium,0.55,100,27.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0065,Cheese burger (cheese),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.6,9.7,25.5,Medium,0.55,100,27.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0066,Cheese burger (with chicken),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.0,8.2,21.8,Medium,0.55,100,24.3,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0067,Cheese burger (grilled),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.7,9.2,24.2,Medium,0.55,100,26.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0068,Cheese burger (extra cheese),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),13.0,7.2,18.8,Medium,0.55,100,21.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0069,Grilled veg sandwich (toasted),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0071,Grilled veg sandwich (extra cheese),"Western foods (India, common consumption)",60.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),11.2,6.2,16.2,Medium,0.55,100,18.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0072,Grilled veg sandwich (grilled),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0073,Grilled veg sandwich (cheese),"Western foods (India, common consumption)",62.4,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.2,8.4,22.0,Medium,0.55,100,24.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0074,Grilled veg sandwich (with chicken),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.4,7.9,20.9,Medium,0.55,100,23.3,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0075,Grilled veg sandwich (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0076,Grilled cheese sandwich (with vegetables),"Western foods (India, common consumption)",62.4,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.2,8.4,22.0,Medium,0.55,100,24.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0077,Grilled cheese sandwich (cheese),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.7,9.2,24.2,Medium,0.55,100,26.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0078,Grilled cheese sandwich,"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.7,9.2,24.2,Medium,0.55,100,26.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0079,Grilled cheese sandwich (grilled),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.7,9.2,24.2,Medium,0.55,100,26.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0080,Grilled cheese sandwich (extra cheese),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),12.3,6.8,17.8,Medium,0.55,100,19.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0081,Grilled cheese sandwich (with chicken),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),14.3,7.9,20.7,Medium,0.55,100,23.1,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0082,Grilled cheese sandwich (toasted),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.7,9.2,24.2,Medium,0.55,100,26.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0083,Chicken sandwich,"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.6,9.1,24.1,Medium,0.55,100,26.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0084,Chicken sandwich (grilled),"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.8,8.7,22.9,Medium,0.55,100,25.1,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0085,Chicken sandwich (toasted),"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.8,8.7,22.9,Medium,0.55,100,25.1,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0086,Chicken sandwich (extra cheese),"Western foods (India, common consumption)",59.9,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),11.1,6.1,16.1,Medium,0.55,100,18.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0087,Chicken sandwich (with vegetables),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.2,8.4,22.0,Medium,0.55,100,24.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0088,Chicken sandwich (cheese),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.0,8.2,21.8,Medium,0.55,100,24.3,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0089,Sub sandwich (vegetable) (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0090,Sub sandwich (vegetable) (with chicken),"Western foods (India, common consumption)",61.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.2,8.4,22.0,Medium,0.55,100,24.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0091,Sub sandwich (vegetable) (cheese),"Western foods (India, common consumption)",62.4,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.0,8.8,23.2,Medium,0.55,100,25.7,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0092,Sub sandwich (vegetable) (extra cheese),"Western foods (India, common consumption)",60.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),11.8,6.5,17.1,Medium,0.55,100,19.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0093,Sub sandwich (vegetable) (grilled),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0094,Sub sandwich (vegetable) (toasted),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),16.9,9.3,24.5,Medium,0.55,100,26.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0095,Sub sandwich (vegetable),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_FINAL_0096,Sub sandwich (chicken) (toasted),"Western foods (India, common consumption)",63.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),15.8,8.7,22.9,Medium,0.55,100,25.1,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
