food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T1_0487,"Barley kernels, high-amylose (hull-less) boiled in",Grains & staples,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #487",5.33,4.9,5.76,Low,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 8.
T1_0488,"Barley kernels, waxy (hull-less), boiled in water",Grains & staples,22.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #488",6.0,5.52,6.48,Low,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 9.
T1_0309,Barley porridge made from steamed thick (1.0 mm),Grains & staples,65.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #309",36.0,33.12,38.88,High,0.92,100,56.0,Normalized to 100g from table serving 50g with 28g available carbs and GL 18.
T1_0308,Barley porridge made from steamed thin (0.5 mm),Grains & staples,62.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #308",34.0,31.28,36.72,High,0.92,100,56.0,Normalized to 100g from table serving 50g with 28g available carbs and GL 17.
T1_0492,"Barley, pearled, boiled",Grains & staples,60.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #492",10.0,9.2,10.8,Low,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 15.
T1_0494,"Barley, pot, boiled",Grains & staples,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #494",10.67,9.82,11.52,Medium,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 16.
T1_0491,"Barley, pot, boiled in salted water",Grains & staples,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #491",7.33,6.74,7.92,Low,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 11.
T2_0010,Barnyard millet (cooked),Grains & staples,45.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.45,8.13,10.77,Low,0.86,100,21.0,Cooked millet grain.
T1_0563,"Basmati, easy cook, boiled",Grains & staples,9.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #563",18.67,17.18,20.16,Medium,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 28.
T1_0558,"Basmati, white, boiled",Grains & staples,12.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #558",10.0,9.2,10.8,Low,0.92,100,18.67,Normalized to 100g from table serving 150g with 28g available carbs and GL 15.
T3_0129,Basundi,Sweets & desserts,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.6,7.56,17.64,Medium,0.6,100,18.0,Sweetened milk; recipe-based.
T1_0625,"Bebe Dobre Rano with Milk (LU, Czech Republic)",Dairy,50.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #625",36.0,33.12,38.88,High,0.92,100,72.0,Normalized to 100g from table serving 50g with 36g available carbs and GL 18.
T2_0092,Besan chilla (plain),Mixed meals,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.3,5.23,7.37,Low,0.83,100,18.0,Gram flour pancake; estimated.
T2_0048,Bhatura,Breads & flatbreads,85.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,34.0,27.2,40.8,High,0.8,100,40.0,Fried refined flour; recipe-based.
T2_0114,"Bhel (plain, no sev)",Snacks,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,31.5,24.57,38.43,High,0.78,100,45.0,Puffed rice-based; recipe estimate.
T3_0089,Bhel puri,Snacks,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,23.25,51.75,High,0.62,100,50.0,Puffed rice + sev; recipe-based.
T2_0122,Bhel puri (with sev),Snacks,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,37.5,29.25,45.75,High,0.78,100,50.0,Sev increases carbs; recipe-based.
T3_0012,Bhindi masala,Mixed meals,25.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.75,1.31,2.19,Low,0.75,100,7.0,Okra; low carbs.
NONIND_0270,Bihon(noodles),Non-Indian reference food,49.0,Henry et al. GI tables (non-Indian cohort),40.2,35.38,45.02,High,0.88,100,82.0,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0087,Biscuit,Non-Indian reference food,61.0,Henry et al. GI tables (non-Indian cohort),41.2,36.26,46.14,High,0.88,100,67.6,Original country: Malaysia. Renamed generically for Indian audience.
IND_HENRY2021_643,Biscuit (refined wheat flour),Grains & staples,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 129; n=None None; ref food/time: Healthy Glucose/2.5h participants; portion 50 g provides 10 g available carbs (table page 22).",13.7,12.6,14.8,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_601,Biscuits (45% barnyardmillet + 55% refined,Grains & staples,68.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 115; n=13 Healthy; ref food/time: Glucose/2.5h wheatflour) participants; portion 96 g provides 50 g available carbs (table page 21).",35.4,31.86,38.94,High,0.9,100,52.1,Computed carbs per 100 g using study portion: 50 g available carbs in 96 g portion. GI SEM/SD reported: 60.3.
IND_HENRY2021_600,Biscuits (45% foxtailmillet + 55% refined,Grains & staples,50.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 115; n=13 Healthy; ref food/time: Glucose/2.5h wheatflour) participants; portion 90 g provides 50 g available carbs (table page 21).",28.2,25.38,31.02,High,0.9,100,55.6,Computed carbs per 100 g using study portion: 50 g available carbs in 90 g portion. GI SEM/SD reported: 27.9.
IND_HENRY2021_602,Biscuits (crude refined wheat flour),Grains & staples,68.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 115; n=13 Healthy; ref food/time: Glucose/2.5h participants; portion 90 g provides 50 g available carbs (table page 21).",37.8,34.78,40.82,High,0.92,100,55.6,Computed carbs per 100 g using study portion: 50 g available carbs in 90 g portion. GI SEM/SD reported: 52.8.
IND_HENRY2021_679,"Biscuits[ (refined wheat flour,barleyflourand",Grains & staples,38.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 139; n=10 Healthy; ref food/time: Glucose/2h soyflour(25:50:25)] participants; portion 108.5 g provides 50 g available carbs (table page 23).",17.8,16.02,19.58,Medium,0.9,100,46.1,Computed carbs per 100 g using study portion: 50 g available carbs in 108.5 g portion. GI variability (SEM/SD) not reported in row.
T3_0061,Bisi bele bath,Mixed meals,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,10.8,7.13,14.47,Medium,0.66,100,18.0,Rice+dal+veg; recipe-based.
IND_HENRY2021_616,Boiled Amaranth,Other,111.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 118 g provides 50 g available carbs (table page 21).",47.4,42.66,52.14,High,0.9,100,42.4,Computed carbs per 100 g using study portion: 50 g available carbs in 118 g portion. GI SEM/SD reported: 75.
T2_0108,Boiled corn chaat,Snacks,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.9,7.92,11.88,Low,0.8,100,18.0,Boiled sweet corn with veg.
T2_0110,Boiled peanuts,Snacks,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,2.75,2.31,3.19,Low,0.84,100,11.0,Moderate carbs per 100g.
IND_HENRY2021_702,Boiledmaize (with wholebengal gram),Other,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",13.7,12.6,14.8,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.86.
NONIND_0718,Boma’an(dates),Non-Indian reference food,46.3,Henry et al. GI tables (non-Indian cohort),31.8,27.98,35.62,High,0.88,100,68.8,Original country: UnitedArab. Renamed generically for Indian audience.
T2_0053,Bread (brown/whole-wheat),Breads & flatbreads,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,25.8,20.12,31.48,High,0.78,100,43.0,Generic whole wheat bread; estimate.
T2_0052,"Bread (white, Indian bakery style)",Breads & flatbreads,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,34.3,26.75,41.85,High,0.78,100,49.0,Generic white bread; estimate.
T3_0101,Bread pakora,Snacks,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,24.0,14.4,33.6,High,0.6,100,30.0,Fried bread; recipe-based.
T3_0114,Bread upma,Mixed meals,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.5,10.85,24.15,Medium,0.62,100,25.0,Bread cooked; recipe-based.
NONIND_0315,Bread(International Standard Reference Food,Non-Indian reference food,92.0,Henry et al. GI tables (non-Indian cohort),39.7,34.94,44.46,High,0.88,100,43.2,Original country: Japan. Renamed generically for Indian audience.
NONIND_0418,Bread(refinedwheat),Non-Indian reference food,87.9,Henry et al. GI tables (non-Indian cohort),17.6,15.49,19.71,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0419,Bread(wholewheat),Non-Indian reference food,69.0,Henry et al. GI tables (non-Indian cohort),13.8,12.14,15.46,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0420,Bread(wholewheatwithdriedfruit),Non-Indian reference food,47.0,Henry et al. GI tables (non-Indian cohort),9.4,8.27,10.53,Low,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
T4_0081,Breadsticks,Snacks,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,28.0,15.12,40.88,High,0.54,100,40.0,Refined flour.
T1_0533,"Broken rice, white, cooked in rice cooker",Grains & staples,86.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #533",24.67,22.7,26.64,High,0.92,100,28.67,Normalized to 100g from table serving 150g with 43g available carbs and GL 37.
T1_0589,"Brown rice, boiled in excess water for",Grains & staples,25.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #589",19.33,17.78,20.88,High,0.92,100,26.67,Normalized to 100g from table serving 150g with 40g available carbs and GL 29.
T1_0597,"Brown, high amylose (IR 42) rice, boiled",Grains & staples,30.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #597",16.0,14.72,17.28,Medium,0.92,100,28.0,Normalized to 100g from table serving 150g with 42g available carbs and GL 24.
T4_0057,Brownie,Sweets & desserts,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,16.2,43.8,High,0.54,100,40.0,Chocolate dessert.
IND_HENRY2021_669,Brownragiroti,Grains & staples,61.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 69.44 g provides 50 g available carbs (table page 23).",43.9,39.51,48.29,High,0.9,100,72.0,Computed carbs per 100 g using study portion: 50 g available carbs in 69.44 g portion. GI SEM/SD reported: 5.77.
IND_HENRY2021_671,Brownragiroti + curryleafpowder (CLP),Grains & staples,56.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",43.5,39.15,47.85,High,0.9,100,77.4,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 5.56.
IND_HENRY2021_683,Brownrice,Grains & staples,57.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 141; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 23).",13.8,12.7,14.9,Medium,0.92,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 6.8.
T4_0130,Bubble tea (Indian cafe),Beverages,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.5,5.25,15.75,Medium,0.5,100,15.0,Sugar + starch pearls.
T4_0103,Buffet meal (Indian restaurant),Mixed meals,62.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.5,8.06,22.94,Medium,0.52,100,25.0,Multiple items; very high uncertainty.
