food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_0012,Pastry (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0013,Waffle (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0014,Waffle (caramel),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0015,Pancake (caramel),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0016,Pancake (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0017,Cookies (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0018,Cookies (caramel),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0019,Biscuits (caramel),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0020,Biscuits (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0021,Cheesecake (caramel),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0022,Cheesecake (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0023,Chocolate brownie,"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),36.4,20.0,52.8,High,0.55,100,46.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0024,Croissant,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0025,Croissant (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0026,Muffin (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0027,Muffin,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0028,Cupcake (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0029,Brownie (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0030,Donut (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0031,Pastry (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0032,Pastry,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0033,Waffle (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0034,Pancake (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0035,Pancake,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0036,Cookies (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0037,Biscuits (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0038,Biscuits,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0039,Cheesecake,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0040,Cheesecake (with ice cream),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),31.5,17.3,45.7,High,0.55,100,42.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0041,French fries (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),30.3,16.7,43.9,High,0.55,100,38.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0042,French fries (baked),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0043,Potato wedges (baked),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0044,Hash brown (baked),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0045,Hash brown,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0046,Cheesy fries (baked),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0047,Cheesy fries,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0048,Loaded fries (baked),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0049,Loaded fries,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.2,14.4,38.0,High,0.55,100,35.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0050,Corn flakes (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0051,Sweetened breakfast cereal (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0052,Chocolate cereal (sweetened),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0053,Chocolate cereal,"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0054,Oats porridge (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0055,Flavoured oats (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0056,Granola (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0057,Cereal bar (chocolate),"Western foods (India, common consumption)",78.8,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),26.0,14.3,37.7,High,0.55,100,33.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0058,French fries (grilled),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),24.9,13.7,36.1,High,0.55,100,33.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0059,French fries (cheese),"Western foods (India, common consumption)",73.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.7,13.0,34.4,High,0.55,100,32.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0060,Potato wedges (cheese),"Western foods (India, common consumption)",73.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.7,13.0,34.4,High,0.55,100,32.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0061,Hash brown (cheese),"Western foods (India, common consumption)",73.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.7,13.0,34.4,High,0.55,100,32.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0062,Cheesy fries (cheese),"Western foods (India, common consumption)",73.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.7,13.0,34.4,High,0.55,100,32.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0063,Loaded fries (cheese),"Western foods (India, common consumption)",73.5,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.7,13.0,34.4,High,0.55,100,32.2,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0064,French fries (fried),"Western foods (India, common consumption)",77.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.0,12.7,33.4,High,0.55,100,29.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0065,Potato wedges (fried),"Western foods (India, common consumption)",77.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.0,12.7,33.4,High,0.55,100,29.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0066,Hash brown (fried),"Western foods (India, common consumption)",77.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.0,12.7,33.4,High,0.55,100,29.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0067,Cheesy fries (fried),"Western foods (India, common consumption)",77.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.0,12.7,33.4,High,0.55,100,29.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0068,Loaded fries (fried),"Western foods (India, common consumption)",77.2,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),23.0,12.7,33.4,High,0.55,100,29.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0069,Corn flakes,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0070,Corn flakes (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0071,Sweetened breakfast cereal,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0072,Sweetened breakfast cereal (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0073,Oats porridge (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0074,Oats porridge,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0075,Flavoured oats (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0076,Flavoured oats,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0077,Granola,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0078,Granola (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0079,Cereal bar (sweetened),"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0080,Cereal bar,"Western foods (India, common consumption)",75.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),22.5,12.4,32.6,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0081,Club sandwich,"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),19.5,10.7,28.3,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0082,Tuna sandwich,"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),19.5,10.7,28.3,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0083,Breakfast sandwich,"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),19.5,10.7,28.3,High,0.55,100,30.0,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0084,cheese sandwich (chocolate),"Western foods (India, common consumption)",66.9,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),19.3,10.6,28.0,High,0.55,100,28.8,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0085,Pizza pocket (pan style),"Western foods (India, common consumption)",60.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.8,10.3,27.3,Medium,0.55,100,31.4,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0086,Club sandwich (toasted),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0087,Club sandwich (grilled),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0088,Tuna sandwich (grilled),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0089,Tuna sandwich (toasted),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0090,Breakfast sandwich (grilled),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0091,Breakfast sandwich (toasted),"Western foods (India, common consumption)",65.0,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),18.5,10.2,26.8,Medium,0.55,100,28.5,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0092,Veg burger,"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0093,Sub sandwich (vegetable) (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0094,Sub sandwich (vegetable),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0095,Club sandwich (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0096,Tuna sandwich (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0097,Breakfast sandwich (with vegetables),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.8,9.8,25.8,Medium,0.55,100,27.9,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0098,Cheese burger,"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.6,9.7,25.5,Medium,0.55,100,27.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0099,Cheese burger (cheese),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.6,9.7,25.5,Medium,0.55,100,27.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
WEST_0100,Club sandwich (cheese),"Western foods (India, common consumption)",63.7,Tier-4 estimate: category baseline GI + cooking/topping modifiers (not dish-specific clinical GI),17.6,9.7,25.5,Medium,0.55,100,27.6,Estimated per 100 g; carb density adjusted for toppings/cooking method; designed for Indian user recognition.
