food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_0017,Pizza (chicken) (plain),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.3,9.3,19.3,Medium,0.5,100,24.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0018,Pizza (chicken) (extra cheese),Western foods (Indian consumption),55.3,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.5,6.2,12.8,Low,0.5,100,17.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0019,Pizza (chicken) (thin crust),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.2,7.9,16.5,Medium,0.5,100,20.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0020,Pizza (chicken) (pan style),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",16.1,10.5,21.7,Medium,0.5,100,27.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0021,Pizza (chicken) (baked),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.3,9.3,19.3,Medium,0.5,100,24.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0022,Pizza (chicken) (fried),Western foods (Indian consumption),59.9,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.6,8.2,17.0,Medium,0.5,100,20.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0023,Pizza (chicken),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.3,9.3,19.3,Medium,0.5,100,24.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0024,Pizza (chicken) (with chicken),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.3,9.3,19.3,Medium,0.5,100,24.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0025,Lasagne (plain),Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",11.0,7.2,14.8,Medium,0.5,100,20.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0026,Lasagne (extra cheese),Western foods (Indian consumption),52.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",7.3,4.7,9.9,Low,0.5,100,14.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0027,Lasagne (thin crust),Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.3,6.0,12.6,Low,0.5,100,17.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0028,Lasagne (pan style),Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.3,8.0,16.6,Medium,0.5,100,22.4,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0029,Lasagne (baked),Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",11.0,7.2,14.8,Medium,0.5,100,20.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0030,Lasagne (fried),Western foods (Indian consumption),56.6,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.6,6.2,13.0,Low,0.5,100,17.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0031,Lasagne,Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",11.0,7.2,14.8,Medium,0.5,100,20.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0032,Lasagne (with chicken),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.4,6.1,12.7,Low,0.5,100,17.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0033,Lasagne (chicken) (plain),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.4,6.1,12.7,Low,0.5,100,17.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0034,Lasagne (chicken) (extra cheese),Western foods (Indian consumption),50.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",6.2,4.0,8.4,Low,0.5,100,12.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0035,Lasagne (chicken) (thin crust),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",8.0,5.2,10.8,Low,0.5,100,15.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0036,Lasagne (chicken) (pan style),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.5,6.8,14.2,Medium,0.5,100,19.7,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0037,Lasagne (chicken) (baked),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.4,6.1,12.7,Low,0.5,100,17.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0038,Lasagne (chicken) (fried),Western foods (Indian consumption),55.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",8.2,5.3,11.1,Low,0.5,100,15.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0039,Lasagne (chicken),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.4,6.1,12.7,Low,0.5,100,17.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0040,Lasagne (chicken) (with chicken),Western foods (Indian consumption),53.4,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",9.4,6.1,12.7,Low,0.5,100,17.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0041,Pasta (white sauce) (plain),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0042,Pasta (white sauce) (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0043,Pasta (white sauce) (thin crust),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0044,Pasta (white sauce) (pan style),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.5,11.4,23.6,Medium,0.5,100,29.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0045,Pasta (white sauce) (baked),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0046,Pasta (white sauce) (fried),Western foods (Indian consumption),61.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.7,8.9,18.5,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0047,Pasta (white sauce),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0048,Pasta (white sauce) (with chicken),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0049,Pasta (red sauce) (plain),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0050,Pasta (red sauce) (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0051,Pasta (red sauce) (thin crust),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0052,Pasta (red sauce) (pan style),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.5,11.4,23.6,Medium,0.5,100,29.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0053,Pasta (red sauce) (baked),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0054,Pasta (red sauce) (fried),Western foods (Indian consumption),61.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.7,8.9,18.5,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0055,Pasta (red sauce),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0056,Pasta (red sauce) (with chicken),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0057,Pasta (cheese) (plain),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0058,Pasta (cheese) (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0059,Pasta (cheese) (thin crust),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0060,Pasta (cheese) (pan style),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.8,10.3,21.3,Medium,0.5,100,26.8,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0061,Pasta (cheese) (baked),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0062,Pasta (cheese) (fried),Western foods (Indian consumption),60.6,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.3,8.0,16.6,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0063,Pasta (cheese),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0064,Pasta (cheese) (with chicken),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,21.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0065,Mac and cheese (plain),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0066,Mac and cheese (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0067,Mac and cheese (thin crust),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0068,Mac and cheese (pan style),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.8,10.3,21.3,Medium,0.5,100,26.8,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0069,Mac and cheese (baked),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0070,Mac and cheese (fried),Western foods (Indian consumption),60.6,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.3,8.0,16.6,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0071,Mac and cheese,Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0072,Mac and cheese (with chicken),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,21.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0073,Spaghetti (tomato sauce) (plain),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0074,Spaghetti (tomato sauce) (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0075,Spaghetti (tomato sauce) (thin crust),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0076,Spaghetti (tomato sauce) (pan style),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.5,11.4,23.6,Medium,0.5,100,29.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0077,Spaghetti (tomato sauce) (baked),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0078,Spaghetti (tomato sauce) (fried),Western foods (Indian consumption),61.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.7,8.9,18.5,Medium,0.5,100,22.1,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0079,Spaghetti (tomato sauce),Western foods (Indian consumption),60.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,26.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0080,Spaghetti (tomato sauce) (with chicken),Western foods (Indian consumption),58.2,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",13.3,8.6,18.0,Medium,0.5,100,22.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0081,Spaghetti (cheese) (plain),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0082,Spaghetti (cheese) (extra cheese),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",10.4,6.8,14.0,Medium,0.5,100,18.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0083,Spaghetti (cheese) (thin crust),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0084,Spaghetti (cheese) (pan style),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.8,10.3,21.3,Medium,0.5,100,26.8,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0085,Spaghetti (cheese) (baked),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0086,Spaghetti (cheese) (fried),Western foods (Indian consumption),60.6,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.3,8.0,16.6,Medium,0.5,100,20.3,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0087,Spaghetti (cheese),Western foods (Indian consumption),58.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,23.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0088,Spaghetti (cheese) (with chicken),Western foods (Indian consumption),57.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",12.0,7.8,16.2,Medium,0.5,100,21.0,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0089,Veg burger (plain),Western foods (Indian consumption),63.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.8,11.6,24.0,Medium,0.5,100,27.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0090,Veg burger (extra cheese),Western foods (Indian consumption),60.5,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",11.8,7.7,15.9,Medium,0.5,100,19.5,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0091,Veg burger (thin crust),Western foods (Indian consumption),63.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.1,9.8,20.4,Medium,0.5,100,23.7,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0092,Veg burger (pan style),Western foods (Indian consumption),63.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",19.9,12.9,26.9,High,0.5,100,31.2,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0093,Veg burger (baked),Western foods (Indian consumption),63.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.8,11.6,24.0,Medium,0.5,100,27.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0094,Veg burger (fried),Western foods (Indian consumption),65.6,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.6,10.1,21.1,Medium,0.5,100,23.7,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0095,Veg burger,Western foods (Indian consumption),63.7,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",17.8,11.6,24.0,Medium,0.5,100,27.9,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0096,Veg burger (with chicken),Western foods (Indian consumption),61.8,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",15.2,9.9,20.5,Medium,0.5,100,24.6,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0097,Chicken burger (plain),Western foods (Indian consumption),63.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",16.6,10.8,22.4,Medium,0.5,100,26.4,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0098,Chicken burger (extra cheese),Western foods (Indian consumption),59.9,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",11.1,7.2,15.0,Medium,0.5,100,18.5,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
WEST_0099,Chicken burger (thin crust),Western foods (Indian consumption),63.0,"Tier-4 estimate: category baseline GI with ingredient, structure, and cooking-method modifiers",14.1,9.2,19.0,Medium,0.5,100,22.4,"Per 100 g estimate. Carb density adjusted for fat/protein displacement, grain structure, and cooking method."
