food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T4_0011,Chicken momos,Snacks,58,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.6,5.8,17.4,Medium,0.56,100,20.0,Dough dominant.
T4_0012,Fried momos,Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.25,8.12,24.38,Medium,0.55,100,25.0,Fried wrapper increases GL.
T4_0013,Veg spring rolls,Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,28.0,Fried wrapper; variable.
T4_0014,Chilli paneer (dry),Mixed meals,40,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.0,2.0,6.0,Low,0.56,100,10.0,Sauce sugars vary.
T4_0015,Chilli chicken (dry),Mixed meals,38,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.42,1.71,5.13,Low,0.56,100,9.0,Sauce sugars vary.
T4_0016,Manchurian (veg),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.3,7.15,21.45,Medium,0.55,100,22.0,Fried balls + sauce.
T4_0017,Manchurian (gobi),Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.0,18.0,Medium,0.55,100,20.0,Fried cauliflower.
T4_0018,Hakka noodles,Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.6,9.8,29.4,High,0.55,100,28.0,Refined noodles.
T4_0019,Schezwan noodles,Mixed meals,72,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,20.16,10.08,30.24,High,0.55,100,28.0,Sauce adds sugars.
T4_0020,Veg fried rice,Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,26.0,Rice stir-fry.
T4_0021,Chicken fried rice,Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,17.0,8.5,25.5,Medium,0.55,100,25.0,Rice dominant.
T4_0022,Egg fried rice,Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,17.0,8.5,25.5,Medium,0.55,100,25.0,Rice dominant.
T4_0023,Veg pizza (Indian style),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.5,9.75,29.25,High,0.55,100,30.0,Refined base + sauce.
T4_0024,Chicken pizza,Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.5,9.75,29.25,High,0.55,100,30.0,Refined base.
T4_0025,Burger (veg),Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.0,10.5,31.5,High,0.55,100,30.0,Bun dominant.
T4_0026,Burger (chicken),Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.04,9.52,28.56,High,0.55,100,28.0,Bun dominant.
T4_0027,French fries,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.55,100,40.0,Deep fried potato.
T4_0028,Potato wedges,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.5,12.25,36.75,High,0.55,100,35.0,Baked/fried potato.
T4_0029,Cheese sandwich,Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,28.0,Bread dominant.
T4_0030,Grilled veg sandwich,Snacks,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.6,7.8,23.4,Medium,0.55,100,26.0,Bread dominant.
T4_0031,Veg puff,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,26.25,13.12,39.38,High,0.54,100,35.0,Puff pastry.
T4_0032,Chicken puff,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,26.25,13.12,39.38,High,0.54,100,35.0,Puff pastry.
T4_0033,Veg cutlet,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,17.5,8.75,26.25,Medium,0.55,100,25.0,Fried potato mix.
T4_0034,Chicken cutlet,Snacks,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.96,7.48,22.44,Medium,0.55,100,22.0,Breaded + fried.
T4_0035,Fish fry,Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.58,100,3.0,Negligible carbs; batter varies.
T4_0036,Chicken nuggets,Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,13.0,6.5,19.5,Medium,0.55,100,20.0,Breaded + fried.
T4_0037,Sausage roll,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.0,10.5,31.5,High,0.54,100,30.0,Pastry + filling.
T4_0038,Hot dog (Indian),Snacks,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,20.4,10.2,30.6,High,0.54,100,30.0,Refined bun.
T4_0039,"Instant noodles (packaged, cooked)",Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.4,7.7,23.1,Medium,0.54,100,22.0,Brand variability.
T4_0040,Cup noodles,Mixed meals,72,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.84,7.92,23.76,Medium,0.54,100,22.0,Brand variability.
T4_0041,Cornflakes with milk,Breakfast cereals,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.0,7.5,22.5,Medium,0.56,100,20.0,Processed cereal.
T4_0042,Chocos with milk,Breakfast cereals,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,17.6,8.8,26.4,Medium,0.56,100,22.0,High sugar cereal.
T4_0043,Oats with sugar,Breakfast cereals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,5.4,16.2,Medium,0.56,100,18.0,Sweetened oats.
T4_0044,Oats porridge (flavored sachet),Breakfast cereals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.7,5.85,17.55,Medium,0.55,100,18.0,Packaged oats.
T4_0045,Energy bar (Indian brand),Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.25,8.12,24.38,Medium,0.54,100,25.0,Highly variable.
T4_0046,Protein bar (sweetened),Snacks,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.0,5.5,16.5,Medium,0.54,100,20.0,Sweetened protein bar.
T4_0047,Milkshake (chocolate),Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.7,5.85,17.55,Medium,0.55,100,18.0,Sugar + milk.
T4_0048,Milkshake (strawberry),Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.7,5.85,17.55,Medium,0.55,100,18.0,Sugar + milk.
T4_0049,Cold coffee (sweetened),Beverages,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.0,4.5,13.5,Low,0.56,100,15.0,Sugar-sweetened.
T4_0050,Soft drink (cola),Beverages,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.7,3.85,11.55,Low,0.58,100,11.0,Liquid sugar.
T4_0051,Packaged fruit drink,Beverages,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.0,4.5,13.5,Low,0.56,100,12.0,High sugar.
T4_0052,Energy drink,Beverages,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,8.25,4.12,12.38,Low,0.56,100,11.0,Sugar-based.
T4_0053,Ice cream (chocolate),Sweets & desserts,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.8,8.4,25.2,Medium,0.55,100,24.0,Sugar + fat.
T4_0054,Ice cream sundae,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,22.5,11.25,33.75,High,0.54,100,30.0,Sugar + toppings.
T4_0055,Chocolate cake,Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,36.0,18.0,54.0,High,0.54,100,45.0,Refined flour + sugar.
T4_0056,Pastry (bakery),Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.0,16.0,48.0,High,0.54,100,40.0,Bakery product.
T4_0057,Brownie,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.54,100,40.0,Chocolate dessert.
T4_0058,Donut,Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,36.0,18.0,54.0,High,0.54,100,45.0,Fried dough.
T4_0059,Cupcake,Sweets & desserts,78,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,16.38,49.14,High,0.54,100,42.0,Refined flour + sugar.
T4_0060,Waffle,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.54,100,40.0,Refined batter.
T4_0061,Pancakes (sweet),Sweets & desserts,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.5,12.25,36.75,High,0.54,100,35.0,Refined batter.
T4_0062,Pasta (white sauce),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.5,9.75,29.25,High,0.55,100,30.0,Refined pasta.
T4_0063,Pasta (red sauce),Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.76,10.88,32.64,High,0.55,100,32.0,Refined pasta + sugar.
T4_0064,Lasagna (veg),Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.8,8.4,25.2,Medium,0.55,100,28.0,Layered pasta.
T4_0065,Mac and cheese,Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.5,9.75,29.25,High,0.55,100,30.0,Pasta + cheese.
T4_0066,Nachos with cheese,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.5,12.25,36.75,High,0.55,100,35.0,Corn chips.
T4_0067,"Tacos (veg, Indianized)",Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,28.0,Shells + fillings.
T4_0068,Burrito (veg),Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.0,9.0,27.0,Medium,0.55,100,30.0,Rice + wrap.
T4_0069,Wrap (veg mayo),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,28.0,Wrap bread.
T4_0070,Wrap (chicken mayo),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,28.0,Wrap bread.
T4_0071,Paneer bhurji,Mixed meals,40,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.0,2.0,6.0,Low,0.55,100,10.0,Crumbled paneer with onions.
T4_0072,Egg bhurji,Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.58,100,3.0,Low carb egg dish.
T4_0073,Chicken tikka,Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.58,100,2.0,Grilled; negligible carbs.
T4_0074,Paneer tikka,Mixed meals,25,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,1.5,0.75,2.25,Low,0.56,100,6.0,Grilled paneer; low carbs.
T4_0075,Chicken kebab,Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.58,100,2.0,Grilled; negligible carbs.
T4_0076,Seekh kebab,Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.56,100,3.0,Minced meat; negligible carbs.
T4_0077,Veg kebab,Mixed meals,45,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,5.4,2.7,8.1,Low,0.55,100,12.0,Veg + binders.
T4_0078,Hummus (Indian restaurant),Mixed meals,30,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.5,2.25,6.75,Low,0.55,100,15.0,Chickpea paste; oil varies.
T4_0079,Garlic bread,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,26.25,13.12,39.38,High,0.54,100,35.0,Refined bread.
T4_0080,Cheese garlic bread,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,26.25,13.12,39.38,High,0.54,100,35.0,Refined bread + cheese.
T4_0081,Breadsticks,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,28.0,14.0,42.0,High,0.54,100,40.0,Refined flour.
T4_0082,Veg soup (thickened),Mixed meals,45,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.6,1.8,5.4,Low,0.56,100,8.0,Cornflour thickening.
T4_0083,Sweet corn soup,Mixed meals,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,5.5,2.75,8.25,Low,0.56,100,10.0,Corn starch.
T4_0084,Tomato soup,Mixed meals,50,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.0,2.0,6.0,Low,0.56,100,8.0,Sugar added sometimes.
T4_0085,Mushroom soup,Mixed meals,45,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.7,1.35,4.05,Low,0.56,100,6.0,Low carb.
T4_0086,Cream of spinach soup,Mixed meals,40,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.4,1.2,3.6,Low,0.56,100,6.0,Low carb.
T4_0087,Chicken soup (clear),Mixed meals,0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,0.0,0.0,0.0,Low,0.58,100,2.0,Negligible carbs.
T4_0088,Fish fingers,Snacks,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.3,7.15,21.45,Medium,0.55,100,22.0,Breaded fish.
T4_0089,Chicken popcorn,Snacks,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.32,8.16,24.48,Medium,0.55,100,24.0,Breaded chicken.
T4_0090,Veg popcorn,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.55,100,26.0,Breaded veg.
T4_0091,Masala fries,Snacks,78,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,16.38,49.14,High,0.55,100,42.0,Spiced fries.
T4_0092,Peri peri fries,Snacks,78,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,16.38,49.14,High,0.55,100,42.0,Spiced fries.
T4_0093,Cheese fries,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.55,100,40.0,Fries + cheese.
T4_0094,Loaded nachos,Snacks,72,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,27.36,13.68,41.04,High,0.55,100,38.0,Corn chips + toppings.
T4_0095,Chocolate milk,Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.8,3.9,11.7,Low,0.56,100,12.0,Sweetened milk.
T4_0096,Flavoured milk,Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.8,3.9,11.7,Low,0.56,100,12.0,Sweetened milk.
T4_0097,"Smoothie (fruit, sweetened)",Beverages,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,8.4,4.2,12.6,Low,0.56,100,14.0,Fruit + sugar.
T4_0098,Smoothie bowl,Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.0,18.0,Medium,0.55,100,20.0,Fruit + toppings.
T4_0099,Protein shake (sweetened),Beverages,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.6,3.3,9.9,Low,0.56,100,12.0,Sweetened protein.
T4_0100,Meal replacement shake,Beverages,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,5.4,16.2,Medium,0.55,100,18.0,Packaged formula.
T4_0101,"Veg thali (restaurant, average)",Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,13.2,6.6,19.8,Medium,0.55,100,22.0,Composite meal; highly variable.
T4_0102,"Non-veg thali (restaurant, average)",Mixed meals,58,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.6,5.8,17.4,Medium,0.55,100,20.0,Composite meal; highly variable.
T4_0103,Buffet meal (Indian restaurant),Mixed meals,62,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.5,7.75,23.25,Medium,0.52,100,25.0,Multiple items; very high uncertainty.
T4_0104,Office canteen meal,Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.4,7.2,21.6,Medium,0.52,100,24.0,Highly variable.
T4_0105,Street food meal (mixed),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.52,100,28.0,Highly variable.
T4_0106,Festival meal (Indian),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.5,9.75,29.25,High,0.5,100,30.0,Extremely variable.
T4_0107,Wedding meal (Indian),Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.76,10.88,32.64,High,0.5,100,32.0,Extremely variable.
T4_0108,Midnight biryani (street),Mixed meals,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,19.04,9.52,28.56,High,0.5,100,28.0,Rice dominant; variable.
T4_0109,Roadside egg roll,Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.9,8.45,25.35,Medium,0.52,100,26.0,Wrap + fillings.
T4_0110,Roadside chicken roll,Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.9,8.45,25.35,Medium,0.52,100,26.0,Wrap + fillings.
T4_0111,Roadside veg chowmein,Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.8,8.4,25.2,Medium,0.52,100,24.0,Noodles; variable oil.
T4_0112,Street-style fried rice,Mixed meals,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.1,27.3,Medium,0.52,100,26.0,Rice; variable oil.
T4_0113,Packaged ready meal (Indian curry),Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,5.4,16.2,Medium,0.52,100,18.0,Shelf-stable; variable sugar.
T4_0114,Packaged ready meal (rice-based),Mixed meals,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.25,8.12,24.38,Medium,0.52,100,25.0,Shelf-stable; variable sugar.
T4_0115,Frozen paratha,Breads & flatbreads,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.5,12.25,36.75,High,0.52,100,35.0,Frozen product; oil varies.
T4_0116,Frozen samosa,Snacks,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,22.5,11.25,33.75,High,0.52,100,30.0,Frozen product.
